record_uid,subject_id,axis,rep_index,n_reps_detected,phase_duration_s,segment,rise_fraction,progress_rate_per_s,mean_abs_dynamic_g,rms_dynamic_g,peak_dynamic_g
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,1,20,1.1,early,0.31629891375882946,0.862633401160444,0.08481393775401029,0.10408980134148046,0.23334555212517916
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,1,20,1.1,middle,0.3369151149153914,0.9188594043147037,0.1824181462114889,0.1974291196366643,0.3023728284603201
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,1,20,1.1,late,0.34678597132577915,0.9457799217975793,0.3314757181254862,0.34067995006306545,0.4632362870537178
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,2,20,1.02,early,0.334420991070465,0.9835911502072502,0.12788348151588846,0.14946583649270975,0.3314178267353147
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,2,20,1.02,middle,0.41487915299541017,1.220232802927677,0.333613627863836,0.3616025335508089,0.6270373473628026
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,2,20,1.02,late,0.2506998559341248,0.7373525174533082,0.5234597290454486,0.5275280233685505,0.6370642156140984
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,3,20,1.2,early,0.3864309378840509,0.9660773447101274,0.13036939669258268,0.17785940884593504,0.456304626377282
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,3,20,1.2,middle,0.3544788499763265,0.8861971249408164,0.31646787670118826,0.3362066140991961,0.4529421706239457
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,3,20,1.2,late,0.2590902121396226,0.6477255303490564,0.48546050883371494,0.4900331783982379,0.58419289265097
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,4,20,1.06,early,0.23975136537285538,0.6785416001118548,0.061890085493031634,0.08156588983863874,0.18997372571067128
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,4,20,1.06,middle,0.43651603209349543,1.2354227323400815,0.261603535070538,0.2885791460470622,0.46230197250638116
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,4,20,1.06,late,0.3237326025336492,0.9162243467933467,0.4514830198091414,0.45825697807142063,0.6168128577736595
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,5,20,1.06,early,0.34974733188692536,0.9898509393026189,0.14555148241241853,0.16637006465319973,0.3148191460052878
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,5,20,1.06,middle,0.3900423107791751,1.1038933323938918,0.39055556162888233,0.40044411061623747,0.5323089436631212
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,5,20,1.06,late,0.2602103573338995,0.7364444075487722,0.5512241432395873,0.5563659585711503,0.7072161867142943
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,6,20,1.14,early,0.3558591480626468,0.9364714422701232,0.14172602150872624,0.16699739578302836,0.37993062916660314
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,6,20,1.14,middle,0.3897669267886336,1.025702438917457,0.38050803542626127,0.3928771373121214,0.5011919228256392
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,6,20,1.14,late,0.2543739251487196,0.6694050661808411,0.5388208756115138,0.5414498241257241,0.6346927177184682
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,7,20,1.18,early,0.3409352045869332,0.8667844184413557,0.06686481281764921,0.08425304837576078,0.2476082153803124
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,7,20,1.18,middle,0.381510943053657,0.969943075560145,0.17780902988549335,0.19677996379775822,0.3097196010165463
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,7,20,1.18,late,0.27755385235940977,0.7056453873544316,0.3309215114838441,0.3393869097496119,0.4424321273723476
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,8,20,1.16,early,0.3665074207301349,0.9478640191296595,0.16507954468381666,0.19097433449810472,0.41927247888386265
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,8,20,1.16,middle,0.39252603609805486,1.0151535416329007,0.3603358159945654,0.37038692225744846,0.4945998881934033
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,8,20,1.16,late,0.2409665431718102,0.6231893357891644,0.5110522417034637,0.5140755357528668,0.6307809630449634
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,9,20,1.12,early,0.3488587328474641,0.9344430344128503,0.16342995580278127,0.18724304988969692,0.3418384899947611
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,9,20,1.12,middle,0.3057091678813248,0.8188638425392628,0.3639344307133336,0.3703048954207706,0.49608138081324016
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,9,20,1.12,late,0.3454320992712111,0.9252645516193153,0.5534445260626402,0.558984089025179,0.6748743349937624
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,10,20,1.2,early,0.36265819007440514,0.9066454751860129,0.18397312064643906,0.2191967535804081,0.5544440066366253
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,10,20,1.2,middle,0.4672293524361313,1.1680733810903283,0.4091165296008292,0.42769658529060284,0.6002352735517943
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,10,20,1.2,late,0.17011245748946358,0.42528114372365894,0.5763428328994431,0.5803765652199853,0.6772680546648743
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,11,20,1.12,early,0.33527082177189654,0.8980468440318657,0.04998584141862382,0.07459024950487958,0.18318567332045133
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,11,20,1.12,middle,0.42161841365081437,1.1293350365646813,0.249515796758147,0.26350153047876157,0.3941083004425362
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,11,20,1.12,late,0.24311076457728908,0.6511895479748814,0.40758583289831785,0.411416087989295,0.5301913885218402
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,12,20,1.14,early,0.3676040224503501,0.9673790064482899,0.15643070242571724,0.18045179030081923,0.3785379292636133
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,12,20,1.14,middle,0.30998558966600204,0.815751551752637,0.3723902383656006,0.3794606979072282,0.48940758828008124
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,12,20,1.14,late,0.32241038788364784,0.8484483891674943,0.5434817431447732,0.5475337947948528,0.6634636168971602
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,13,20,1.14,early,0.30929367091464083,0.8139307129332655,0.08347411785790446,0.10923695927710643,0.29482439942121297
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,13,20,1.14,middle,0.3372862373837677,0.8875953615362309,0.24106518583030453,0.2665646231779765,0.4058653133152028
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,13,20,1.14,late,0.3534200917015915,0.930052872898925,0.4185303336197132,0.4260390152004155,0.5637812156106379
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,14,20,1.16,early,0.32333240156833937,0.836204486814671,0.05486862218216791,0.07993727942475395,0.24144785690223114
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,14,20,1.16,middle,0.46517045166849763,1.2030270301771493,0.22025124189310805,0.24019100505374819,0.41997334387222796
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,14,20,1.16,late,0.211497146763163,0.5469753795599043,0.40980430122211675,0.4128449643657105,0.48108767781839523
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,15,20,1.04,early,0.2960455092612148,0.8539774305611966,0.06474057460194661,0.08585818544248876,0.2229801850357812
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,15,20,1.04,middle,0.4711830032454199,1.359181740131019,0.2568332957802406,0.27715945225716454,0.4293117685225477
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,15,20,1.04,late,0.2327714874933653,0.671456213923169,0.4517524875004859,0.45451646599842827,0.5577321296282894
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,16,20,1.12,early,0.38111544848878826,1.0208449513092541,0.16972384159358964,0.18801807106559232,0.33446001362123834
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,16,20,1.12,middle,0.41521718717951267,1.1121888942308376,0.377254169897575,0.38719596103135245,0.5227132172032835
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,16,20,1.12,late,0.20366736433169907,0.5455375830313367,0.5426935413307908,0.5452404799183116,0.6372239022422489
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,17,20,1.02,early,0.25893742969149014,0.7615806755632064,0.08234738176480307,0.10692720022327368,0.26716441148867887
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,17,20,1.02,middle,0.37996434416460945,1.1175421887194397,0.27092320615385507,0.2856307525629742,0.4013382836574042
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,17,20,1.02,late,0.3610982261439004,1.0620536063055894,0.48520397615025823,0.4912122135000579,0.6364123200577463
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,18,20,1.0,early,0.2785614741445101,0.8356844224335304,0.06431108949248499,0.08253590031829668,0.2051784182056714
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,18,20,1.0,middle,0.49928560040873676,1.4978568012262103,0.2801099051369863,0.2928605951707745,0.4232784990565095
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,18,20,1.0,late,0.22215292544675314,0.6664587763402593,0.4630314649368622,0.46709576178595985,0.5728494477040782
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,19,20,1.06,early,0.35907460025743354,1.0162488686531137,0.11565771084671339,0.13648027118004336,0.33053614401042575
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,19,20,1.06,middle,0.4329909139786059,1.2254459829583186,0.3231706119730908,0.3350566763307875,0.45639484249479323
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,19,20,1.06,late,0.20793448576396056,0.5884938276338506,0.48387274522628543,0.4871393764363969,0.6110554379297077
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,20,20,0.5,early,0.8669361859516556,5.201617115709934,0.533983398587695,0.5985397278904648,1.0730142192824075
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,20,20,0.5,middle,0.0,0.0,0.2778945501129227,0.28905368150962113,0.41272300644545623
singleonly_subject001_Chest_Press_(rack)_record0001,3,accel_x_g,20,20,0.5,late,0.13306381404834444,0.7983828842900665,0.4567063436565744,0.4981440750665243,0.6601911821922027
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,1,14,1.06,early,0.4848236071779731,1.3721422844659616,0.2054947533626254,0.2215629546085675,0.3642401350233392
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,1,14,1.06,middle,0.22249764269567873,0.6297103095160719,0.2836657469962061,0.28636820266179247,0.36874690689583534
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,1,14,1.06,late,0.29267875012634814,0.8283360852632493,0.3587080137269979,0.3761086030255904,0.6332597335353201
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,2,14,1.08,early,0.41362771610993937,1.1489658780831649,0.07341780441276036,0.09822599539212429,0.20765451796584222
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,2,14,1.08,middle,0.14293947576740257,0.397054099353896,0.09973766437316635,0.11554702384414595,0.20897045731693814
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,2,14,1.08,late,0.44343280812265806,1.2317578003407168,0.15478445871317223,0.19294644040530043,0.501476183622897
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,3,14,0.76,early,0.6397355454685207,2.525271890007319,0.2501079510407234,0.26587855548953077,0.3438168872407617
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,3,14,0.76,middle,0.13179202409320012,0.5202316740521058,0.3043176155213832,0.31125091717838393,0.43045295801914407
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,3,14,0.76,late,0.22847243043827914,0.9018648569932071,0.3487084339328474,0.352513124226383,0.4621036921056251
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,4,14,0.76,early,0.6623613126538919,2.614584128896942,0.19195401026181375,0.21086542614034096,0.32498122964790155
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,4,14,0.76,middle,0.09507164957620462,0.37528282727449197,0.2604021432636275,0.2631607760578276,0.34851448771097143
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,4,14,0.76,late,0.24256703776990352,0.957501464881198,0.28869053792867205,0.3054651430773557,0.6389902324483626
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,5,14,1.06,early,0.5240190642642367,1.4830728233893493,0.08476724538616855,0.11058519348615864,0.262051354138946
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,5,14,1.06,middle,0.2808851605886694,0.7949580016660455,0.17918618883836343,0.18780645249020955,0.3120866091662078
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,5,14,1.06,late,0.19509577514709386,0.5521578541898882,0.21004856299360095,0.23230773346307745,0.3858498550902511
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,6,14,1.18,early,0.3630577148879841,0.9230280886982647,0.08628705638789975,0.10094089500312127,0.18106855786559017
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,6,14,1.18,middle,0.4494351479169135,1.142631731992153,0.1656159978203733,0.17248024044135954,0.2956922369435916
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,6,14,1.18,late,0.18750713719510237,0.47671306066551444,0.2316506835779293,0.26624899491548476,0.6778793553251452
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,7,14,0.96,early,0.6240739467133893,1.950231083479342,0.18847668408119206,0.2057754353048135,0.312895687842652
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,7,14,0.96,middle,0.14412082272225235,0.4503775710070387,0.25016936235808257,0.2664630855085538,0.3977731311448876
singleonly_subject001_Chest_Press_(rack)_record0002,3,accel_y_g,7,14,0.96,late,0.2318052305643583,0.7243913455136197,0.33557541532741997,0.38099701962167876,0.6743583125339909
