record_uid,subject_id,labelled_reps,detected_reps,median_push_duration_s,median_first_half_accel_rms_g,median_second_half_accel_rms_g,median_second_to_first_accel_energy,first_half_late_to_early_energy,second_half_late_to_early_energy,candidate_fatigue_sensitive_half
singleonly_subject001_Chest_Press_(rack)_record0001,3,20,20,1.12,0.19360514555748287,0.17330218242907935,0.9369241692047505,1.0172729296144993,0.9931649914998989,none
singleonly_subject001_Chest_Press_(rack)_record0002,3,15,13,1.06,0.12805789423029032,0.0986532590747537,0.7703801446035229,0.9058013506989474,0.6740736746406116,second
singleonly_subject016_Chest_Press_(rack)_record0001,10004,20,19,1.3,0.10837790478753515,0.11013965316733511,1.0092458345240805,0.9743274105865172,1.238583053079965,none
singleonly_subject017_Chest_Press_(rack)_record0001,10005,15,13,1.18,0.0966219228480064,0.06617961905173854,0.6921324992524306,1.1509213685040318,1.0321477397569088,none
singleonly_subject033_Chest_Press_(rack)_record0001,502,22,22,1.16,0.161793641175611,0.14269917074196076,0.8853692759152005,1.0819589705112924,1.1118766552353778,none
singleonly_subject035_Chest_Press_(rack)_record0001,512,19,18,0.95,0.15010387928327043,0.17896344441281326,1.2021682325520766,1.1664925401180752,1.1633005096949787,none
singleonly_subject052_Chest_Press_(rack)_record0001,526,10,8,0.83,0.14416820610499903,0.07636273484663783,0.5342406192026543,0.8039373415288779,0.9503029551999136,first
singleonly_subject052_Chest_Press_(rack)_record0002,526,10,7,1.82,0.1442474187087298,0.11652634984976126,0.7583086277996288,0.9523712804273979,0.8441756547629243,second
singleonly_subject052_Chest_Press_(rack)_record0003,526,10,9,1.3,0.1306854481467481,0.10792234526955305,0.7324941115830853,1.0879811034969875,0.49784142849440133,second
singleonly_subject058_Chest_Press_(rack)_record0001,247,15,13,2.16,0.09796074927633328,0.07069839470561164,0.730992173439968,0.8434959493441029,1.0310388767208476,first
singleonly_subject059_Chest_Press_(rack)_record0001,248,16,21,0.86,0.1260684791998928,0.08142515417948216,0.6419970547413839,0.6811043336108861,1.0104013790831614,first
singleonly_subject059_Chest_Press_(rack)_record0002,248,16,14,1.54,0.09351922849022441,0.08365171497263013,0.8587466605655367,1.501652361722101,0.602050185139309,second
singleonly_subject069_Chest_Press_(rack)_record0001,543,9,9,2.36,0.10507810532417552,0.0771786087733184,0.648761962177024,0.7562969803613973,0.7449715025120781,second
singleonly_subject069_Chest_Press_(rack)_record0002,543,13,10,1.96,0.10230641727626498,0.14313030012034272,1.3916039765732195,0.8520662712545631,0.9234901955431037,first
singleonly_subject076_Chest_Press_(rack)_record0001,454,20,19,1.08,0.17278786938248902,0.1838846474831429,1.17890772708162,0.8391827603560147,0.9311568357968856,first
singleonly_subject080_Chest_Press_(rack)_record0001,560,15,14,1.37,0.08194978813901085,0.14891690326581072,1.8070152980005565,1.0379192231381709,1.0388721479152412,none
singleonly_subject081_Chest_Press_(rack)_record0001,536,21,20,1.27,0.0862688659497941,0.13035057101134354,1.5201048934084125,1.084024857871861,1.2030086047709083,none
singleonly_subject083_Chest_Press_(rack)_record0001,509,15,14,2.14,0.058359414468578064,0.07685271305473168,1.2439991259964018,0.623097558798306,0.8046979069312041,first
singleonly_subject086_Chest_Press_(rack)_record0001,570,20,12,2.46,0.09649331871681449,0.1049859217255229,1.0954515347380127,0.8808641343957939,0.7935599212467219,second
singleonly_subject086_Chest_Press_(rack)_record0002,570,21,10,2.94,0.09367721742516108,0.10461329710566714,1.088864125934807,0.2974591340078468,0.5852553430966274,first
singleonly_subject087_Chest_Press_(rack)_record0001,576,20,17,2.02,0.11647044748739671,0.09043531558870858,0.8374675911901547,1.0526115753016825,0.9021330025423089,none
singleonly_subject089_Chest_Press_(rack)_record0001,579,15,16,1.81,0.1500723442141928,0.09020598342736871,0.5645614009106363,1.002745470245191,0.743604914247863,second
singleonly_subject089_Chest_Press_(rack)_record0002,579,11,11,1.28,0.10470011796365909,0.1303929097173248,1.3370573527102207,1.0970150298111359,1.5760087823384217,none
singleonly_subject089_Chest_Press_(rack)_record0003,579,14,13,1.1,0.17336055996292146,0.0968247973792032,0.4785388811983218,0.9077720400918898,1.1579380586387824,none
singleonly_subject089_Chest_Press_(rack)_record0004,579,9,7,2.08,0.15549896999779883,0.11649813539015454,0.734619766747798,0.8188011096861743,1.3731936513214649,first
singleonly_subject091_Chest_Press_(rack)_record0001,564,20,20,1.22,0.11770405233060774,0.1440873411043122,1.2081725296071915,0.8699237401377888,0.8894047021667324,first
singleonly_subject092_Chest_Press_(rack)_record0001,231,21,16,1.29,0.07762598202868154,0.07996024647783062,1.0348462568268146,0.7865404040395373,0.9613431932729489,first
singleonly_subject093_Chest_Press_(rack)_record0002,549,20,20,1.18,0.12424377217581725,0.05278894723319415,0.416650766940344,0.9861672398545543,1.2602310841394624,none
singleonly_subject094_Chest_Press_(rack)_record0001,590,20,9,0.24,0.10793614951197482,0.19408067206698762,1.7016623793793189,0.30986884100069273,1.6900080772266266,first
